Order,Placing,Name,R1-P,R1-W,,R2-P,R2-W,,,,,,,,,,,,,,,,,,,,,,,,,,Points,Weight,,
16,16th,Rob Johnson,6,12-02,,2,22-08,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,8,34-10,19th,34-10
17,17th,Steve O'Rourke,6,15-10,,2,18-07,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,8,34-01,22nd,34-01
18,18th,Karl Redgrave,7,12-01,,1,19-06,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,8,31-07,25th,31-07
19,19th,Tony Curtis,1,20-09,,7,9-00,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,8,29-09,33rd,29-09
20,20th,Nick Atkins,4,17-06,,5,18-00,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,9,35-06,16th,35-06
21,21st,Paul Abbott,2,18-05,,7,10-05,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,9,28-10,35th,28-10
22,22nd,Ade Hindry,3,16-15,,6,11-08,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,9,28-07,37th,28-07
23,23rd,Les King,4,15-09,,5,10-07,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,9,26-00,44th,26-00
24,24th,Terry Moroz,9,9-15,,1,25-10,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,10,35-09,15th,35-09
25,25th,Richard Watson,4,19-14,,6,10-15,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,10,30-13,27th,30-13
26,26th,Brian Weavers,5,14-11,,5,15-09,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,10,30-04,29th,30-04
27,27th,Ian Bailey,8,11-01,,2,18-03,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,10,29-04,34th,29-04
28,28th,Ken Pacey,6,10-15,,4,13-10,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,10,24-09,49th,24-09
29,29th,Neil Smith,6,10-15,,4,10-15,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,10,21-14,57th,21-14
30,30th,John Taylor,3,25-07,,8,10-13,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,11,36-04,13th,36-04
31,31st,Glenn Mason,8,11-14,,3,18-05,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,11,30-03,30th,30-03
32,32nd,Barry Rogers,7,17-01,,4,12-10,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,11,29-11,32nd,29-11
33,33rd,Tony Morris,2,31-12,,10,9-15,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,12,41-11,7th,41-11
34,34th,Glenn Hubbard,5,19-07,,7,14-11,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,12,34-02,21st,34-02
35,35th,Mark Murdoch,3,24-01,,10,11-14,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,13,35-15,14th,35-15
36,36th,Lee Lawrence,9,15-03,,4,15-06,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,13,30-09,28th,30-09
37,37th,Robin Austrin,4,16-04,,9,8-05,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,13,24-09,49th,24-09
38,38th,Matty Corne,5,15-10,,8,7-15,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,13,23-09,51st,23-09
39,39th,Karl Dowse,10,9-06,,3,13-14,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,13,23-04,52nd,23-04
40,40th,Glenn Lawrence,8,17-00,,6,15-01,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,14,32-01,24th,32-01
41,41st,Dan Abbott,8,15-00,,6,15-02,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,14,30-02,31st,30-02
42,42nd,Dave Wray,4,19-13,,10,7-15,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,14,27-12,39th,27-12
43,43rd,Steve Day,8,10-01,,6,10-06,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,14,20-07,59th,20-07
44,44th,Will Freeman,7,17-13,,8,13-09,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,15,31-06,26th,31-06
45,45th,Paul Simpson,5,18-02,,10,7-11,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,15,25-13,45th,25-13
46,46th,Barrie Lockey,5,15-06,,10,7-14,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,15,23-04,52nd,23-04
47,47th,Rob Shannon,10,11-05,,5,11-05,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,15,22-10,55th,22-10
48,48th,Andy Ison,10,6-10,,5,12-13,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,15,19-07,61st,19-07
49,49th,Andy Starkey,6,11-09,,9,7-07,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,15,19-00,62nd,19-00
50,50th,Pete Jackson,6,19-04,,10,8-11,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,16,27-15,38th,27-15
51,51st,Doug Botley,9,12-06,,7,13-12,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,16,26-02,43rd,26-02
52,52nd,Chris Sykes,10,11-03,,7,17-06,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,17,28-09,36th,28-09
53,53rd,Ian Holmes,9,10-09,,8,17-00,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,17,27-09,40th,27-09
54,54th,Wayne Mitchell,8,16-14,,9,9-15,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,17,26-13,41st,26-13
55,55th,Jonathan Trevitt,7,15-01,,10,11-06,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,17,26-07,42nd,26-07
56,56th,Ray King,10,14-12,,7,10-14,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,17,25-10,46th,25-10
57,57th,Sean James,7,11-07,,10,7-01,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,17,18-08,63rd,18-08
58,58th,John Brice,9,9-04,,8,8-13,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,17,18-01,64th,18-01
59,59th,Nigel Knights,10,7-15,,8,13-04,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,18,21-03,58th,21-03
60,60th,Steve Clark,9,15-11,,10,9-07,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,19,25-02,47th,25-02
61,61st,Richard Jacobs,10,6-09,,9,16-03,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,19,22-12,54th,22-12
62,62nd,Mark Franklin,10,6-12,,9,13-07,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,19,20-03,60th,20-03
63,63rd,Andy Clarke,10,6-02,,9,11-07,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,19,17-09,65th,17-09
64,64th,Gary Abbott,10,9-10,,10,15-01,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,20,24-11,48th,24-11
65,65th,Matthew Schader,10,13-14,,10,8-01,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,20,21-15,56th,21-15
66,66th,Richard Bambury,10,9-09,,10,8-00,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,20,17-09,65th,17-09
67,67th,Danny Cruse,10,8-05,,10,6-12,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,20,15-01,67th,15-01
68,68th,Roly Leftley,10,7-00,,10,7-15,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,20,14-15,68th,14-15
69,69th,Andy King,10,7-04,,10,7-03,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,20,14-07,69th,14-07
70,70th,Peter Benge,10,4-15,,10,6-05,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,20,11-04,70th,11-04
71,71st,Andy Harvey,10,1-07,,10,5-05,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,0,0-0,,20,6-12,71st,6-12
